split,file,classes,reasons,recommendation,width,height,brightness_mean,contrast_std,blur_laplacian_var
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_biskuit_choco_chips_0200_biskuit_choco_chips_010.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,90.82,40.13,9.77
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0005_capcay_148.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,156.56,38.85,53.72
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0010_capcay_131.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,119.91,55.31,57.74
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0011_capcay_067.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,145.06,62.58,24.56
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0013_capcay_028.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,130.12,58.04,59.27
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0017_capcay_054.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,106.05,51.67,56.13
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0020_capcay_134.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,172.29,30.01,35.74
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0025_capcay_153.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,153.14,45.29,5.56
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0050_capcay_031.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,142.74,44.85,51.75
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0057_capcay_123.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,166.18,55.10,45.03
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0058_capcay_003.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,172.64,38.75,22.84
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0065_capcay_144.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,131.60,54.15,46.04
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0072_capcay_145.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,188.54,43.13,21.35
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0073_capcay_051.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,159.33,49.49,24.45
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0087_capcay_090.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,134.04,40.12,17.51
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0091_capcay_083.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,91.96,38.93,33.32
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0093_capcay_024.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,97.07,46.32,37.40
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0094_capcay_120.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,142.65,47.44,18.23
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0106_capcay_178.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,119.63,34.13,46.99
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0111_capcay_140.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,65.05,24.28,56.62
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0114_capcay_112.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,124.93,54.94,55.31
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0118_capcay_020.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,135.92,56.94,56.77
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0120_capcay_185.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,145.88,41.24,54.63
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0132_capcay_154.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,155.22,33.98,25.83
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_capcay_0133_capcay_014.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,128.41,48.52,51.10
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0001_nasi_putih_51.jpg,Nasi Putih,possibly_blurry,review_delete_or_replace,1600,1600,153.00,43.43,38.29
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0002_nasi_putih_61.jpg,Nasi Putih,possibly_blurry|low_contrast|too_bright,review_delete_or_replace,800,847,246.72,14.00,24.48
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0003_nasi_putih_9.jpg,Nasi Putih,possibly_blurry,review_delete_or_replace,612,816,122.92,52.57,54.49
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0008_nasi_putih_58.jpg,Nasi Putih,possibly_blurry|too_bright,review_delete_or_replace,1024,736,226.90,28.35,14.29
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0010_nasi_putih_42.jpg,Nasi Putih,low_contrast|too_bright,review_delete_or_replace,800,533,237.70,21.83,96.96
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0016_nasi_putih_12.jpg,Nasi Putih,possibly_blurry,review_delete_or_replace,720,1416,152.08,39.10,19.82
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0017_nasi_putih_32.jpg,Nasi Putih,possibly_blurry,review_delete_or_replace,1024,1024,166.26,56.80,41.66
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0023_nasi_putih_44.jpg,Nasi Putih,possibly_blurry,review_delete_or_replace,675,1200,125.67,32.35,26.34
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0024_nasi_putih_71.jpg,Nasi Putih,possibly_blurry,review_delete_or_replace,750,1000,111.19,75.22,13.13
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0029_nasi_putih_3.jpg,Nasi Putih,low_resolution,review_delete_or_replace,192,172,146.78,57.79,1295.80
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nasi_putih_0032_nasi_putih_27.jpg,Nasi Putih,possibly_blurry,review_delete_or_replace,720,960,140.78,41.58,24.42
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0003_nugget_057.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,127.02,39.55,24.02
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0009_nugget_124.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,117.92,41.46,34.45
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0010_nugget_096.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,118.17,35.28,24.72
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0011_nugget_159.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,133.05,51.80,33.42
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0017_nugget_195.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,157.00,46.79,38.78
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0018_nugget_185.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,128.94,39.32,19.22
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0020_nugget_069.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,150.88,55.89,41.05
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0023_nugget_052.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,134.55,43.80,23.72
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0024_nugget_160.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,151.17,52.33,28.67
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0029_nugget_156.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,173.41,55.72,57.32
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0030_nugget_064.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,153.06,34.27,23.95
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0033_nugget_082.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,152.62,59.98,56.04
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0036_nugget_145.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,132.70,63.71,20.28
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0042_nugget_139.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,149.98,48.26,24.76
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0049_nugget_157.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,140.96,60.78,53.36
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0050_nugget_035.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,133.76,45.47,33.80
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0067_nugget_150.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,146.76,56.56,55.10
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0068_nugget_062.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,137.29,39.76,55.07
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0069_nugget_107.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,140.33,52.40,20.06
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0070_nugget_103.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,126.56,60.36,45.11
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0075_nugget_029.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,135.52,29.05,10.97
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0087_nugget_060.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,110.55,42.12,15.94
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_nugget_0088_nugget_104.jpg,Nugget,possibly_blurry,review_delete_or_replace,1200,630,155.52,31.77,15.10
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0005_sate_umum_150.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,64.49,38.45,51.64
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0009_sate_umum_144.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,110.03,55.74,34.63
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0012_sate_umum_044.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,120.57,50.95,20.20
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0018_sate_umum_130.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,132.69,61.68,53.36
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0051_sate_umum_157.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,121.63,56.25,29.76
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0054_sate_umum_014.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,118.15,44.51,29.08
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0055_sate_umum_105.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,67.23,59.72,45.30
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0059_sate_umum_140.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,146.48,60.42,39.11
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0078_sate_umum_142.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,172.15,76.07,43.25
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0089_sate_umum_194.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,116.54,67.59,42.65
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0092_sate_umum_025.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,81.62,47.46,50.50
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0095_sate_umum_104.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,77.25,59.02,48.23
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0097_sate_umum_076.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,148.46,85.71,20.46
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0099_sate_umum_085.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,118.72,63.49,41.70
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_sate_umum_0106_sate_umum_186.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,114.70,64.25,57.67
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_stroberi_0003_stroberi_184.jpg,Stroberi,too_bright,review_delete_or_replace,236,236,226.52,56.06,2098.83
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_stroberi_0005_stroberi_199.jpg,Stroberi,too_bright,review_delete_or_replace,236,313,224.43,62.10,1405.23
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_stroberi_0011_stroberi_159.jpg,Stroberi,too_bright,review_delete_or_replace,236,236,222.27,48.86,1118.89
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_stroberi_0023_stroberi_163.jpg,Stroberi,too_dark,review_delete_or_replace,236,419,10.86,27.83,1002.17
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_stroberi_0027_stroberi_123.jpg,Stroberi,too_bright,review_delete_or_replace,473,631,239.32,39.02,379.21
train,data_output\yolo_roboflow_only\images\train\cookpad_200_extra_stroberi_0042_stroberi_001.jpg,Stroberi,possibly_blurry,review_delete_or_replace,736,1308,163.59,84.01,58.09
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_002.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,139.57,37.57,20.52
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_010.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,171.09,47.87,56.06
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_012.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,133.11,56.42,20.71
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_017.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,104.61,52.35,56.24
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_022.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,171.75,46.81,57.21
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_039.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,148.34,55.06,54.25
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_043.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,106.63,88.63,27.02
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_055.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,129.61,66.11,58.18
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_056.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,123.81,44.58,20.11
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_058.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,127.51,43.23,31.27
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_059.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,116.69,37.63,8.03
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_060.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,188.83,39.22,19.24
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_061.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,99.59,57.43,23.00
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_063.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,94.21,61.18,13.52
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_070.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,134.86,58.01,40.77
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_071.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,80.25,54.99,43.66
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_072.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,133.44,48.18,20.51
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_biskuit_biskuit_080.jpg,Biskuit Choco Chips,possibly_blurry,review_delete_or_replace,1200,630,167.98,39.02,58.00
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_capcay_capcay_024.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,129.97,48.43,27.59
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_capcay_capcay_050.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,131.19,43.96,36.67
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_capcay_capcay_068.jpg,Capcay,possibly_blurry,review_delete_or_replace,1200,630,144.78,54.30,59.28
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_ikan_bakar_ikan_bakar_012.jpg,Ikan Goreng,possibly_blurry,review_delete_or_replace,1200,630,111.77,74.84,27.81
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_ikan_bakar_ikan_bakar_016.jpg,Ikan Goreng,possibly_blurry,review_delete_or_replace,1200,630,90.99,76.11,21.32
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_mie_goreng_mie_goreng_007.jpg,Mie Goreng,possibly_blurry,review_delete_or_replace,1200,630,160.47,59.42,49.24
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_mie_goreng_mie_goreng_018.jpg,Mie Goreng,possibly_blurry,review_delete_or_replace,1200,630,143.52,42.51,41.79
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_mie_goreng_mie_goreng_040.jpg,Mie Goreng,possibly_blurry,review_delete_or_replace,1200,630,146.20,64.32,33.16
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_mie_goreng_mie_goreng_071.jpg,Mie Goreng,possibly_blurry,review_delete_or_replace,1200,630,119.76,40.58,43.98
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_mie_goreng_mie_goreng_075.jpg,Mie Goreng,possibly_blurry,review_delete_or_replace,1200,630,140.64,67.67,47.63
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_005.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,121.21,30.03,13.92
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_024.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,192.80,69.11,45.55
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_038.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,174.53,49.17,27.82
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_044.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,120.54,54.98,59.38
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_049.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,171.18,57.84,57.24
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_050.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,141.41,42.81,47.41
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_061.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,155.33,35.57,21.04
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_nasi_goreng_nasi_goreng_077.jpg,Nasi Goreng,possibly_blurry,review_delete_or_replace,1200,630,134.63,59.80,32.33
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_005.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,101.58,91.38,21.09
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_011.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,102.77,82.51,52.58
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_021.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,123.79,53.85,14.83
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_025.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,143.89,47.02,54.49
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_026.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,144.12,57.22,28.43
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_029.jpg,Pempek,low_contrast,review_delete_or_replace,1200,630,142.27,18.34,127.49
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_034.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,114.23,37.02,25.50
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_038.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,131.15,51.47,30.95
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_046.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,157.39,26.77,48.57
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_047.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,149.19,33.79,20.20
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_053.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,63.13,29.77,14.76
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_055.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,128.00,40.62,22.80
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_056.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,124.91,59.24,56.47
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_057.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,128.84,30.31,45.16
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_058.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,141.87,29.70,16.07
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_059.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,126.42,40.14,31.39
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_062.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,151.55,61.72,33.71
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_073.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,155.30,61.41,54.27
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_076.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,122.10,50.42,31.40
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pempek_pempek_077.jpg,Pempek,possibly_blurry,review_delete_or_replace,1200,630,126.16,49.45,33.18
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pisang_goreng_pisang_goreng_002.jpg,Pisang,possibly_blurry,review_delete_or_replace,1200,630,119.25,58.49,48.08
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pisang_goreng_pisang_goreng_018.jpg,Pisang,possibly_blurry,review_delete_or_replace,1200,630,115.44,40.55,14.35
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pisang_goreng_pisang_goreng_041.jpg,Pisang,possibly_blurry,review_delete_or_replace,1200,630,171.76,49.71,52.07
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pisang_goreng_pisang_goreng_049.jpg,Pisang,possibly_blurry,review_delete_or_replace,1200,630,110.24,34.48,4.62
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pisang_goreng_pisang_goreng_063.jpg,Pisang,possibly_blurry,review_delete_or_replace,1200,630,106.49,32.42,46.28
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pisang_goreng_pisang_goreng_074.jpg,Pisang,possibly_blurry,review_delete_or_replace,1200,630,118.06,45.85,31.03
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_pisang_goreng_pisang_goreng_075.jpg,Pisang,possibly_blurry,review_delete_or_replace,1200,630,137.11,35.95,30.75
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_sate_ayam_sate_ayam_006.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,117.45,58.14,28.34
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_sate_ayam_sate_ayam_022.jpg,Sate,possibly_blurry,review_delete_or_replace,1200,630,131.33,55.99,52.56
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_telur_goreng_telur_goreng_003.jpg,Telur Goreng,possibly_blurry,review_delete_or_replace,1200,630,161.66,58.28,57.34
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_telur_goreng_telur_goreng_034.jpg,Telur Goreng,possibly_blurry,review_delete_or_replace,1200,630,150.93,59.53,50.58
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_telur_goreng_telur_goreng_044.jpg,Telur Goreng,possibly_blurry,review_delete_or_replace,1200,630,120.96,58.81,49.08
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_telur_goreng_telur_goreng_047.jpg,Telur Goreng,possibly_blurry,review_delete_or_replace,1200,630,135.77,56.64,29.80
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_telur_goreng_telur_goreng_069.jpg,Telur Goreng,possibly_blurry,review_delete_or_replace,1200,630,152.17,51.79,54.30
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_telur_goreng_telur_goreng_072.jpg,Telur Goreng,possibly_blurry,review_delete_or_replace,1200,630,92.08,54.18,34.93
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_telur_goreng_telur_goreng_080.jpg,Telur Goreng,possibly_blurry,review_delete_or_replace,1200,630,142.89,49.96,56.93
train,data_output\yolo_roboflow_only\images\train\cookpad_imbalance_terong_balado_terong_balado_016.jpg,Terong Balado,possibly_blurry,review_delete_or_replace,1200,630,119.29,59.23,19.04
